flawed,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z
0,0.4594775408460683,0.4396174907612456,0.2339109451142166,0.9231253626412392,2786,4433.95691586976,3.216004827136339,5.796011652495469,6,5,6,6,0,8,59,65,64,46,94,23,23,53,30,1381.601673256847,292.6108469150239,1157.3568591012374
0,0.4893020334206266,0.08549658560885026,0.8305553335036634,0.7395215368513947,4911,6029.500997043884,4.647921003880401,5.415611925104803,3,0,1,6,3,93,57,96,90,88,18,60,46,53,34,872.5300299293822,789.076956002985,457.4134166941579
0,0.5563940988487536,0.5899961876769007,0.4039517823779391,0.5535039664044542,5380,4959.796259208924,8.022545894695762,6.606759778689531,2,4,2,7,3,67,21,52,8,88,69,97,21,97,95,125.00064122380743,839.8318349039113,328.5201200107756
1,0.4030931502148535,0.6961053855676591,0.8186073488860712,0.5768873005374284,7435,5467.130715417004,4.8025938322326045,0.0,0,4,2,8,4,27,78,83,69,86,63,43,50,85,98,1124.9531192784664,80.25949918949715,452.9633487037598
0,0.6609425790104927,0.4768592078991989,0.7467147930352743,0.7761983832399235,9816,5630.27126159199,7.340417500362181,4.582849459183136,2,0,6,3,9,83,48,43,2,63,73,9,63,92,42,1243.7598558885231,846.2700093505299,585.540686716904
0,0.14085203819629788,0.3809497325766815,0.08966340444109007,0.4335035876912225,5272,1262.0228804415033,6.320481740314921,4.919302779310262,5,6,4,7,3,49,71,29,91,5,54,16,78,78,48,133.7924570885858,120.56476165382301,902.8370492207673
1,0.3910628251379745,0.5118817858673474,0.4361409508383505,0.7946185850008174,8248,7184.222789376803,5.464081356278937,7.0798803471566885,4,5,3,8,0,16,55,39,68,15,31,89,58,91,6,1024.509754647671,971.6545643079445,33.850209917892336
0,0.6135548614292463,0.5474414320251582,0.6286043881732551,0.6258837765687684,6703,5681.656851897754,5.873335445916874,5.8373885365022895,1,4,4,1,8,92,16,54,40,28,24,55,86,35,83,358.31525642435037,1331.611257532566,406.8241312198104
0,0.3967021946575732,0.36771080094782266,0.29789205952831915,0.6846302146958156,4184,2242.384571324732,4.1709600356651455,5.1307795267256555,5,4,7,9,1,76,45,17,84,26,34,39,74,95,88,308.8732549164751,690.7359645931218,689.3572300356517
0,0.5923957799763067,0.6005510719177954,0.5546318457688785,0.5295019188200947,4126,5342.27760859332,6.694314949717993,5.5978840454251815,5,6,0,8,9,42,11,31,32,37,23,54,91,81,79,1416.2061023118079,450.99082395604313,457.18853503068317
0,0.5655080495676461,0.5129389317395511,0.7615929420355477,0.4947375029506155,3005,4896.795296395978,4.115845900644894,8.091782237921016,4,4,2,6,6,67,6,84,72,10,97,12,82,9,29,859.9227046763517,819.6174901072238,184.0081843604604
0,0.504268049133986,0.3216109368701596,0.36011632264379845,0.6252254582312864,3602,3564.355152221486,5.763202009469325,7.123571252252902,8,6,7,8,3,22,60,51,19,1,19,96,18,70,26,115.06090599616931,785.0446622764733,219.9617253072572
1,0.4262796514560175,0.4809204879178346,0.3805759580378396,0.3219230059506534,8271,3331.1398912319537,7.533804566434628,5.383643110728958,3,5,1,9,9,53,45,93,56,77,69,77,88,42,94,681.550633448752,22.705932521221772,843.5980090290193
0,0.4953963529645924,0.5517418899309879,0.2433580053796772,0.1672868985203168,6573,2975.829104163363,8.136165176755444,5.453294019914164,6,5,1,6,3,39,30,15,85,85,24,18,30,4,19,1485.0388838105455,1295.4216508096222,933.166948788714
0,0.5187657365630239,0.4790803056948611,0.44986904314660897,0.3728966820593508,3645,5697.811030531932,5.5991489283522204,6.458072576495319,7,7,0,2,9,15,11,86,2,50,49,21,67,52,12,1497.5515759622858,1238.7738490896947,453.81826534274427
0,0.3975754595658599,0.4919136670624152,0.509717118540378,0.5465880399237439,4834,7550.766594136665,3.51656459980007,6.4053257246880255,5,5,1,8,5,28,56,57,66,42,72,22,13,89,80,1106.0074520130145,894.0339403232935,481.6382618591384
0,0.6561303936915656,0.09616589456595516,0.3164664493498289,0.3684839333946609,2633,4453.968909983517,6.3587261500265,7.76651248436706,3,5,0,3,8,72,10,91,19,87,24,91,46,60,10,850.4810334932321,1429.8275881653792,738.3762599349024
1,0.6128764750045415,0.19235796381059786,0.31898724096892883,0.3782264884352669,7330,4426.503772099359,5.986400146839262,5.349620317462335,4,4,3,2,7,33,42,80,57,13,45,42,3,68,90,1311.0086016242626,0.47455272062441045,1033.3294497061368
0,0.4946545064196589,0.3917375932762257,0.6755199792890276,0.5812055176512052,5917,5212.819913015558,5.011707956943396,6.014511760956191,2,5,9,3,5,1,29,75,16,50,27,41,58,86,35,721.9129547371105,100.35817151787563,833.1382826766935
0,0.6782622569723311,0.4650549554515158,0.3837882860342854,0.3430259290870549,3673,2147.4445604328603,4.675170449234148,4.1985354456105775,4,7,4,6,3,64,88,15,34,90,78,69,64,38,81,81.3661871590592,165.21632660427383,920.1126335422131
0,0.8817477931854155,0.18272316593412274,0.8353618562115903,0.7131732465340027,5898,4858.130143064448,5.9625435691084565,6.812760410343733,2,4,6,8,7,24,20,83,61,7,32,74,43,67,32,1057.8231653065275,1092.085553823935,451.29095079744764
0,0.5875360601124477,0.2898811588369959,0.6225259098864155,0.5818565733729353,5558,6602.299616978218,6.08349456756929,5.92179305553566,6,6,3,0,5,11,67,22,52,21,9,55,96,93,92,93.64618343464775,1450.2968139898403,1255.2743471956483
0,0.7469842839556171,0.5165286302443707,0.4483988488661345,0.6308960529885554,3899,4678.148558524945,5.7942255604349615,5.127356003224438,2,3,7,5,6,52,77,83,65,42,85,17,70,74,62,881.6499454200244,1405.1689057737515,75.67250393213992
0,0.5720652231784435,0.4350234820568488,0.4597997557934838,0.5773741569116432,4912,9331.998779635702,6.7964583427263054,5.093928394671908,3,5,3,9,3,15,1,29,82,38,56,30,42,76,21,1235.072452067288,533.5515176968038,301.1326028699609
0,0.9125510969924404,0.5819224128684763,0.8048357423219474,0.7629805759056437,3837,5368.974075218209,7.854358390255735,5.183438374154915,5,1,6,7,0,83,73,29,70,95,86,70,72,31,46,79.68496848915169,1230.3751568452078,178.7708987974524
1,0.4564795156421463,0.5530140397519803,0.4822765813837242,0.8175160248556368,8423,8722.981929542171,4.642128805348234,8.172326669589362,1,6,4,7,4,53,53,85,55,46,47,7,15,75,13,704.7303609787871,1372.0933428801357,503.9981137412286
0,0.4851890181154196,0.6149653607996398,0.3463860413240636,0.4521910292294765,5120,4192.749467331518,7.999491225766466,7.177709069425903,4,3,3,5,9,42,70,74,33,78,33,0,93,39,84,133.72838692267476,358.8796312742782,1122.1939457980106
0,0.3384687988163593,0.3517747531939492,0.01284332730704596,0.07861021410401453,4259,1431.1544203981061,5.313290002015704,4.023694120622009,4,2,4,6,5,87,11,82,78,99,69,83,12,49,37,1455.7073014577736,505.61228672486465,569.7636189044783
0,0.5958357935493616,0.4904723700377359,0.2976507539832677,0.4587548879502315,3952,3584.4333486588253,5.443041719621088,5.788796201560396,4,8,4,6,3,75,26,41,9,18,8,9,98,27,38,609.0606211760222,514.2197425631331,1343.013531431875
0,0.6641193757694863,0.3133513695288676,0.19797994875655867,0.4354114439748763,6684,5118.062821790195,7.422003827319082,6.098549069550549,3,4,0,5,0,32,34,7,95,54,24,74,2,7,62,716.4398586133196,238.36693051354868,864.3133685109632
0,0.8458113876691636,0.3700716911797789,0.4649640804923302,0.5151137021207299,5032,5105.194883244702,8.518920984370158,4.926476544812634,3,5,5,1,1,40,13,60,51,66,95,9,45,79,35,803.3559742702513,1325.1167772651283,973.3305310997563
0,0.7009115607915944,0.4481758918958366,0.6261255193603055,0.6174283572520013,3802,3098.254110430897,6.125855847796791,6.316413801817551,2,3,3,9,4,28,21,56,63,83,78,28,10,78,31,179.86849550354538,857.0563505192973,1263.3845647634214
0,0.7532539405302388,0.14610492147171195,0.6784563209006202,0.7158438813509125,4363,6600.175453665333,7.3746751029434465,4.631846701743059,6,3,6,8,3,26,77,81,60,54,21,6,67,82,68,1256.9293070927608,96.82747850482704,1400.503651523824
0,0.7531635730077384,0.5551271432744241,0.5106983162009102,0.7892973614385885,3542,4605.087646773837,4.731074940805196,6.048377613332317,6,6,5,7,8,5,36,61,87,59,98,51,92,15,90,495.0786927324516,1485.8228845691506,1455.3864786576476
1,0.4522698402684898,0.3934499906855512,0.5629933073038573,0.16680087442082225,7080,5492.565663461807,4.846985907819259,4.270899103331412,5,4,5,7,5,74,8,62,24,30,17,99,92,48,85,834.5891590462381,971.5491442972517,697.3028063863651
0,0.5931972439361193,0.4486532627318447,0.4894863332802864,0.3212514531575853,2120,5320.80926723231,5.1199652539347715,7.95301800899689,3,3,4,5,8,65,69,23,44,27,94,34,17,86,6,188.67695505676468,489.36265149729735,910.9993504591577
0,0.5553936867475544,0.4525872671697661,0.26430918687407323,0.5266619968650295,4041,4255.0131454345565,6.177299604759157,6.497877959143993,5,5,9,7,7,86,39,72,73,16,89,55,91,84,5,928.6989571264912,91.6955425415777,1041.6032221549135
0,0.3734512079497253,0.06856840105221601,0.2850406078323164,0.4298970341641709,4445,3632.8601012796444,8.25565461553508,8.042402315309209,4,3,9,9,5,32,4,37,70,71,50,34,75,12,93,224.17708638616628,1320.7331566789683,1132.2358940831289
0,0.5375775227133426,0.4195785336891551,0.3612309819221557,0.4277831207024081,4981,7152.440159306761,7.338051161986357,4.805215456984366,5,6,8,5,1,69,88,41,28,17,14,44,93,27,15,127.11300919326479,937.4525075714631,1364.1849520752016
0,0.477362719645435,0.4323208521497926,0.5769617082284673,0.5006765450082743,4917,5118.816465908706,4.798585564916702,7.321038666491859,4,1,9,4,1,68,18,24,30,91,94,19,40,76,7,367.7904262103907,1281.1709451894742,803.2097894291264
1,0.4837171870813465,0.4954627593139375,0.6919525483201917,0.428589437996524,7266,3801.1810946637042,3.7101409314182487,2.631098928178005,7,5,3,0,2,75,95,29,52,51,23,17,50,91,28,94.61932955835734,229.65546720724595,245.75899636299297
0,0.6352937471770961,0.32871140911922275,0.5500721778325035,0.7058623507363672,6112,6798.262853810894,7.028395200229008,4.3271520019610135,7,6,5,8,7,57,18,86,69,56,84,94,65,88,25,227.88823543407443,256.0669465644552,744.5826568534728
1,0.5142367023134332,0.37436705721289504,0.4431901276505437,0.4526925714568824,7755,7813.942389640891,6.121062359257747,5.06653386925527,2,4,1,0,1,70,8,4,42,14,53,34,76,44,26,286.6456780530361,1154.2008197365255,1084.075524666171
0,0.6328333004156463,0.3298614944383237,0.5698207974686336,0.5596287907873891,3265,7067.613974474047,5.553935028724643,5.952015006262793,4,4,8,2,3,34,66,35,13,51,70,33,77,2,19,1146.8775467896903,290.0443110608654,751.9694018550401
0,0.7498735893351849,0.3992286768063554,0.5082984009392589,0.5774614466801921,6321,6394.429910305462,10.0,3.2656084597252835,4,3,4,8,0,39,10,25,31,52,18,64,73,83,99,673.8569790791856,342.60131687753557,30.862502977328234
0,0.40684722562102,0.19267348402008386,0.5630943208247251,0.5165920560783324,5485,6930.607500359662,4.750903537733495,6.345929524392941,3,4,3,1,2,46,20,28,36,70,30,55,88,19,13,764.3226610435049,122.96740439795245,752.685301743078
0,0.2545192588488328,0.3973379683116801,0.3879469779875217,0.2743588312630296,2940,7179.887167579376,2.023597379513036,8.649623779279906,3,2,1,0,2,29,68,88,26,67,81,82,37,39,0,330.62851722507327,264.2876651077233,1058.033127298352
0,0.5006899846855474,0.5909432654900131,0.2575092225794939,0.5673294991538713,4141,2094.1680701583123,4.223625310404603,4.341615721825243,6,5,0,3,8,52,29,13,25,27,53,17,38,33,20,375.5964424504363,387.6163903536491,691.0735723394802
0,0.7068268638961619,0.44708046490815456,0.3433299920071538,0.3858227332888207,4170,4228.239580541542,6.519670608852255,5.55396473284917,5,5,8,6,7,26,69,13,66,41,17,62,72,48,94,1136.6495669509661,1329.4389989504243,547.4001006855043
1,0.6649586829970191,0.2570339605507587,0.22628898869037345,0.5388181197241338,4735,4076.058557136349,6.839577718189206,7.640539364271531,7,6,7,2,8,19,32,79,17,83,20,80,52,26,35,41.609705378860994,1423.7004179922947,1191.919011661978
0,0.4658773250367906,0.6338153779317175,0.04996192911697972,0.4195387268115913,4526,3238.6626730363323,4.370775876846431,5.386992805329126,6,4,3,7,3,61,86,0,4,0,59,98,8,38,48,715.914701746987,289.7282115521856,696.6488533557712
0,0.7246484678410394,0.1909756699496553,0.7231288151945541,0.6996082733233338,5560,5359.718952942804,5.670486479206503,5.527508690906196,6,5,1,4,6,84,1,60,98,81,34,54,50,54,37,1407.652803436477,1330.2050279720677,865.1012644583572
1,0.5130161103165675,0.3122311604028713,0.3986321600400774,0.6548269692765294,6889,6923.34386955316,6.149185016529987,7.0726250764879195,4,6,5,6,8,50,18,58,43,35,76,14,78,7,88,590.0936042631633,353.0650175117452,437.46488352178847
1,0.5835183237421634,0.30236037627452056,0.3220068982288955,0.6792744290392609,5001,4321.860898707361,8.001118007003424,6.934027660213985,5,8,5,4,5,2,69,58,62,84,0,90,81,13,34,588.4378307689525,537.0709123194929,1222.4551120141082
0,0.7736896400208179,0.15557617697183362,0.4326417865749455,0.6059820475989336,4343,5836.765770440489,6.464714702003766,6.872253079488089,7,5,4,5,1,20,53,72,56,9,0,37,25,49,12,167.40031006229756,729.426268729375,576.4781027331795
0,0.3198313255363755,0.6931884021741581,0.0688410356707288,0.3818691788233143,3990,2676.2919994464073,4.992793560047228,5.416348707168076,3,7,8,4,6,6,33,63,1,15,49,87,89,46,80,392.72395239597853,1133.5569904277074,563.4484926652307
0,0.4783846072066766,0.5315412623100513,0.5306065295388783,0.4961006563934398,3039,6643.131203047455,5.308863576111267,5.935976697127929,5,5,5,0,1,52,19,78,58,23,52,10,76,6,1,584.2572632667096,626.9384313743485,446.3393846971181
0,0.4755530525055094,0.6157225576136816,0.3672212085526085,0.3806370414545237,2800,7013.782284736504,6.5878516714495445,5.279531031144309,7,0,5,0,6,82,34,2,16,88,32,98,20,64,24,152.73052084152144,951.9520674548745,151.77154464759323
0,0.5458483338754637,0.44786976139293294,0.6667242706906729,0.595000025489995,5262,4503.587354544047,6.138148094054017,6.485443957049425,4,7,0,4,3,80,92,10,28,2,24,65,48,50,44,457.36284478886796,1086.7319210571438,1160.0021456344107
1,0.6167810054461131,0.2648691173584933,0.7730019032182938,0.15449524550030125,7830,2471.2442279831475,3.468213864001009,3.694294256628254,5,5,7,9,5,12,97,41,33,7,30,32,33,95,37,1132.5833460745184,186.05113853105058,328.34689895422497
1,0.6566298669259328,0.2844485513863512,0.430377812521054,0.6694085767732064,5719,3913.813460376808,7.479567182330718,7.356492740346686,5,4,4,4,2,26,76,14,94,66,44,62,54,99,57,954.0966420442605,105.48655158319936,627.0424969641065
0,0.5976762624422078,0.4986879896445494,0.7710953987351097,0.684400635112461,6165,5157.920822823572,5.7122038041825745,6.174776105325736,5,2,7,5,8,44,13,26,57,56,11,10,79,60,89,1116.730893254713,131.40760235591713,1277.0741734906162
0,0.5251585517995295,0.3679500536164722,0.7259825539192233,0.5334958251551922,2484,7390.411433621326,3.1072248412309778,8.016068369409412,4,2,5,1,6,92,10,38,94,40,52,83,81,88,25,651.862884433145,1106.4045082205657,1429.8853829694094
0,0.3533165669212171,0.3875215104068821,0.37113396386559216,0.7594897320050091,5166,5595.020387571178,7.9345110929615235,7.1815404344260365,2,6,2,4,3,93,29,56,57,33,20,98,96,56,90,743.4307316061229,1433.7638265236715,8.126009617718532
0,0.3605044452223913,0.4419704231611004,0.5177237947353798,0.7022496948625991,5859,7689.0187681229345,5.843030452689978,4.824399446612702,0,4,8,6,4,98,13,86,61,35,57,56,88,69,38,1439.8577091863897,714.8409554996363,1181.0288826502663
0,0.6136583146285478,0.42128409509992176,0.6828218379451261,0.5440132143224192,1831,4404.963290467059,5.7968437172033385,7.060771819011074,7,5,8,6,9,1,93,27,17,26,96,56,7,88,63,636.8779142270823,1070.483058103147,643.2961616180767
1,0.5375320351207663,0.4961610934413527,0.6282651555491923,0.06875344451841753,7508,4442.154836681284,3.787037615456639,4.591446309922088,4,8,5,2,9,84,42,56,21,9,57,96,61,89,3,51.14984778708242,182.13540964375608,43.690467908825134
0,0.5605674574838143,0.493230038668804,0.1936435151333076,0.4698821827321646,4319,4669.646554482716,6.9235404604885975,6.593023341878937,2,6,7,8,2,48,42,20,94,90,36,25,49,23,93,628.5925285907091,981.8963428701595,1429.2997995895491
0,0.5394464709040951,0.0,0.5060450575693339,0.4813168436768004,5178,3787.1020320900643,7.316306321389179,5.7232487428301875,7,3,8,6,6,0,16,99,54,36,30,20,9,72,90,751.3218384213573,669.3266100981224,194.5051489225334
0,0.4334180952530376,0.3013770857494292,0.20040231649885945,0.4573372957034178,5418,2937.875134491729,5.805870112368112,5.911536695767323,0,5,0,9,7,75,88,56,93,70,19,81,85,27,48,1454.6749894476386,1017.6822534494671,378.8618554109813
0,0.4512759130404166,0.4356491784080545,0.2287542853990688,0.4862914291721162,6726,3763.0566517451093,6.336907621855773,6.058430643274084,3,5,9,7,4,19,78,12,26,86,15,97,77,73,94,1193.7787266448272,678.5849917677843,1123.0066657901134
0,0.6121991081726361,0.5220457494434565,0.7065760824247099,0.6172614159782732,8031,5569.778727255144,6.352879314009669,6.070947016515977,1,5,2,9,8,60,34,26,70,35,12,26,73,19,66,122.86656792213569,310.12988730437786,858.7081405777903
0,0.5160450139272662,0.34645811894742234,0.38486987942234496,0.8478714998025355,2510,2969.905414653487,3.4573545668895447,4.682133203685612,5,5,7,8,4,87,10,50,3,11,13,30,55,94,23,77.38335064240987,1210.8992272471676,174.33382498364563
1,0.5236460249945962,0.6257642860879705,0.421715982291829,0.4969291737305134,7752,5683.055353221381,6.1852787041546975,7.234450098881433,4,6,5,1,2,56,69,41,46,86,62,31,5,21,49,586.8599770676516,303.1666748470196,415.08609102002066
0,0.5346448374852337,0.4961709629375104,0.4938011954026379,0.7811192691528897,5459,1876.8869435146173,4.613333423262684,5.084962486359811,3,6,3,9,1,63,84,39,44,51,18,56,56,64,75,1232.8030366224918,890.8927478857144,1495.6540205492697
0,0.4957143201318477,0.3597554780625589,0.3063353405788114,0.350953481312672,4820,2370.772058894144,6.464539795790312,5.53942851605806,5,6,4,2,3,60,20,80,21,42,66,77,99,47,91,13.04179829358587,907.297949949464,133.39176571960058
0,0.3956097205865413,0.4473221117898453,0.6475326434650979,0.5422667850514549,3761,5789.8780256279015,5.216628351199739,6.257399580708568,5,5,0,3,2,93,54,20,25,98,30,2,9,73,0,893.6401995101653,815.5203475179393,855.2025067921396
0,0.6890767931032944,0.26663022565230016,0.5383512966637208,0.407812996330414,3501,6284.599425172776,6.567248970534529,6.557462413019767,5,3,4,3,0,94,90,94,3,64,41,87,60,68,51,201.41201689039772,1373.8472687316762,656.184883213666
1,0.31302035483097884,0.3927551149457465,0.7846534617981494,0.3982236440861789,8624,5400.778063449877,5.418653318918764,2.55005134463892,4,5,5,0,6,48,10,70,36,47,36,60,11,27,28,139.93914866237444,1409.8097810364254,1458.661224322769
0,0.5978636622649549,0.3409853496971433,0.6445295697070677,0.6200480082703057,4435,5379.752858671621,5.476492174964999,6.149986129112054,6,7,3,9,2,53,60,26,52,84,66,94,10,96,14,635.2745700198615,270.5866537572464,1301.09409298379
0,0.3121685149888169,0.3286558660285173,0.1302066820923034,0.5347758942031254,2760,4163.325524936064,4.909184385759464,6.665020983359254,2,5,0,3,9,27,18,20,69,95,89,42,95,29,98,829.8162527363393,713.7739272251052,1237.3413797857734
0,0.5025599590469272,0.33616776451286035,0.5710722894191449,0.43446769755994796,2246,4299.309203419685,5.698294046619438,6.6205640148266784,7,3,3,4,5,3,25,75,99,74,23,13,94,4,6,20.483767176307676,1248.2747628959837,469.81451533892135
0,0.6268652133173342,0.38054595593544605,0.6165983578003171,0.6954461124790441,7273,6452.173162590204,6.16636295513228,5.2366433521706055,7,3,0,5,0,75,45,36,89,7,54,71,10,88,8,1136.0728573104357,514.9074736249197,568.0851312420367
1,0.7233700316322464,0.5545762831761375,0.1929918102103048,0.4553796441957938,5621,4797.136469160342,5.661191428526057,5.33896865885265,4,3,7,7,0,45,79,44,13,5,89,77,88,66,83,429.0465376627928,270.41289422436626,1140.627605179615
0,0.5091608601931573,0.5358455404591171,0.6094045761242937,0.4813636189939321,4497,4595.609679558306,7.132203723259442,5.697262903954444,5,4,2,2,8,17,90,51,34,26,32,77,58,49,5,1302.2562823479236,1346.888384544228,393.19678786331883
0,0.5078165344035646,0.3795430221440457,0.6597020645557605,0.5717243889537194,3016,5508.602869841643,4.954465428955562,6.301330891224714,0,6,4,8,8,77,64,27,39,78,43,40,57,41,15,71.04134685826119,973.1670134652273,403.7085571204802
0,0.4767212305165408,0.1626794641463945,0.2617895168784849,0.5323928829929252,5156,3491.729301798089,6.294922153534051,6.914228956169968,3,3,9,3,4,72,55,46,95,92,51,38,20,76,32,415.0694501527455,730.2032345577129,609.0042313108773
1,0.441581191471496,0.43959515258846427,0.7566838983157576,0.2729861164194857,8233,4917.6843865539395,4.5258811301792266,3.072752487540689,2,1,5,6,8,60,12,22,73,44,66,86,92,51,4,388.3609108675183,1043.3428416567351,158.9283673267864
1,0.5451243474232158,0.3908224421756264,0.4759868034831025,0.6396873928256271,6914,5970.410262928892,7.118445353863449,6.904277084393866,0,3,3,2,7,32,31,71,73,3,70,44,66,98,82,200.48218994153888,782.8676683361455,1012.4898119692765
0,0.6818286949023916,0.3609320365148405,0.5142889295627444,0.45767225542617895,1954,3414.499533230009,7.481095096446684,6.298879126326116,3,4,0,4,8,83,78,77,86,80,24,39,86,82,79,788.4103182475073,1218.5045226330503,1092.476002327914
1,0.4164048779802454,0.4545253319443106,0.08055685574577914,0.3706431971532131,10000,6358.503203066873,2.4731745494908983,2.5639519196733143,3,9,1,6,6,48,88,66,11,71,88,24,90,6,13,747.0427669739754,1396.0910140325714,1451.690813731246
0,0.3736202273460269,0.28031000292376795,0.5487344373765032,0.5442613241727015,4319,6405.007905139089,5.6759056872147635,5.286956575127985,1,5,9,0,3,53,62,22,9,99,50,50,27,28,69,989.1710033790974,939.5501562948938,326.86442969092514
0,0.3976242265039798,0.24953088964201214,0.4583555091670509,1.0,2668,1674.8721448614788,2.8512792867414,5.14446248794526,5,6,6,9,1,24,32,48,60,71,67,49,88,35,73,362.1303130195824,16.020345677244197,146.02724497706598
0,0.7468541106659377,0.4048927423611001,0.6133221618974092,0.7679651721727374,4684,2630.7032129694826,4.558752042886024,5.134442168092437,3,5,6,7,1,48,71,90,76,16,4,5,74,67,99,795.4306567784216,704.2871412704902,1101.8021835101858
1,0.4962099111111721,0.6669114456588245,0.6292086993413367,0.20681985978010495,7246,5574.180975707096,4.9143307961268405,3.4837399562240323,5,6,5,7,6,6,55,17,35,18,50,81,90,13,76,158.2448339989608,701.0942635703361,755.5287893092819
0,0.6497808695239501,0.5684262707138097,0.5982715141446222,0.6989152889652871,5374,8384.376887715998,5.612204029155857,5.368492990014785,4,9,6,8,1,77,27,8,76,51,29,77,70,74,73,1027.2555768791906,228.15955594452203,1472.3938790989505
1,0.7470656286737071,0.1986579745965181,0.6287975032993502,0.5207110394345993,1602,6802.629498054338,5.126525934662776,7.425720756578037,2,5,9,4,7,47,29,11,23,33,48,69,6,42,30,1189.200578636364,848.7985362994873,781.9719306669366
0,0.5747257341972917,0.4022940883532796,0.27150767787512764,0.52250344647866,4919,2754.53531827391,4.884820684498598,5.36932395575078,4,5,8,5,2,37,17,39,89,23,87,19,68,94,33,666.7785593382544,502.85379069652225,291.64528353889034
0,0.5330823359077395,0.3223211463844229,0.3133601444340192,0.5822808582343327,3058,3799.982613480136,5.029709207915273,6.393580700739705,5,6,5,5,3,98,67,71,43,51,91,16,22,27,78,823.5812020487003,608.1256394121162,724.4706471023306
0,0.4007404935498734,0.5166146857845465,0.2595599669161545,0.5959346245371303,4176,3058.9331760870245,6.1624132876591196,7.720362502949783,4,4,0,5,8,67,22,70,31,76,66,65,47,98,1,879.578632146555,141.5551828325512,231.29944354220032
1,0.6076126358780709,0.2999863607344191,0.12929959881257624,0.3743253157966763,5542,5824.208574184026,5.894939762242933,5.25052080096168,4,8,6,6,1,51,56,62,38,80,72,37,87,20,71,1372.9178320228323,148.5491417530656,988.9767086778343
0,0.5810345014239379,0.3501463478997948,0.3500837007647852,0.7211326547193224,4807,3754.091953406847,5.476971321180813,5.729822555322633,4,5,4,5,5,14,94,1,91,11,40,0,83,88,76,34.38460859253234,1129.2434765742203,586.4246506530823
0,0.3131435716058409,0.4655130014975661,0.338695609185141,0.4820990604933629,4070,2588.3350439534242,7.822912181451214,7.363239937707492,3,5,9,9,2,10,83,92,31,58,53,6,81,29,4,1046.3718733086962,586.6088612808136,489.86350941695014
0,0.6789497295694314,0.4338318607924336,0.3862270880086666,0.6782591904146485,2459,4441.00803141602,4.793729643988071,6.548950388949312,2,4,9,1,7,60,58,25,68,28,34,51,2,33,30,1467.8615574041153,1403.5078964048314,516.646674734658
1,0.7024697241141235,0.5493098304470589,0.7253686838248166,0.17048382620683425,7671,1945.950644062902,3.8472690906675657,3.5019595318859627,3,5,8,8,7,79,52,82,25,38,69,51,77,20,7,1362.117951441084,301.3721535774323,1368.763949801501
0,0.6647451375286675,0.3659629972537979,0.5555852838504711,0.5628975579415751,3886,7694.770042096811,6.5374359591633535,5.535509131870112,3,4,9,8,5,66,56,31,12,80,67,34,91,31,7,810.8372212559567,1137.6874631950304,1007.1601549821352
1,0.4985344734466423,0.5746171231323702,0.2848409019307103,0.5626263960670355,7830,5219.635791762948,5.3354377283352985,5.329698306237441,5,5,1,7,6,21,25,36,24,59,5,22,32,35,21,1206.9556659767964,440.39855852960875,937.7538142645564
0,0.2653963319800868,0.5303369077981595,0.4221276675782316,0.3480959413739867,844,7208.373804366352,3.333980403368214,8.000140750414378,4,6,9,6,0,44,20,65,46,79,52,25,63,46,12,1476.2401813859665,1225.4708435016473,1154.7800797039122
0,0.6599796356543173,0.2506834811443541,0.4116348754433597,0.6954392299836466,4208,5690.903823587123,6.274944510107662,7.6164945139893385,3,6,3,8,4,65,99,48,57,32,54,63,50,4,96,0.39801452672599824,1465.3030692738255,770.6612797760918
0,0.4103428159467152,0.5793261765872185,0.4444520541257872,0.2964466952375597,2144,6498.078993134018,4.582284935601484,8.437933004871415,4,5,5,7,9,74,95,34,18,19,14,3,19,23,20,241.0743778432568,678.7806520664053,949.7681602056452
0,0.5978421046183164,0.4879359916575957,0.24968080892163216,0.3277670810702588,3747,2607.2150044432497,4.949831525427736,3.989725851429188,1,5,6,0,1,3,56,89,67,20,89,87,22,73,59,1367.6140175430153,608.7439473906079,850.1302518047831
0,0.6301976967648351,0.4254530269636031,0.72143076644302,0.6311630952636931,4567,2868.644011282984,6.957753174708463,6.7587650926352465,4,6,4,9,4,8,31,23,60,26,85,10,89,3,81,964.430726144849,1485.5699791003503,529.2059246239228
0,0.6045288692813199,0.4628559096932118,0.5085832139436379,0.43056850803849095,5170,4129.298960859525,8.48564611344836,4.948639775664942,7,5,0,3,5,12,8,29,34,40,63,6,89,82,33,654.8609437030107,749.4700726683584,142.12017198885013
0,0.540361462410494,0.4887190130815688,0.7091118320010109,0.638123036535714,5313,5166.7108193673275,4.353074259674121,6.609196541395205,4,5,3,2,3,2,73,89,72,98,20,14,50,35,95,861.7285048936698,970.9021050836166,988.8764138784818
0,0.5299582121846158,0.3822524480202383,0.33587498506287355,0.6253980899228291,2283,3916.8844449731237,4.8630615958150765,5.540506031574369,3,3,1,4,6,66,91,44,76,24,13,81,82,7,12,1126.5622127240504,625.941945900919,841.3686191098668
1,0.6225999915931477,0.3031084450935993,0.15263088981527012,0.4862767182916733,5575,4586.628785602647,6.227931337236093,6.819469344758041,0,8,8,4,1,1,84,73,32,28,48,94,20,44,92,1060.4923022353678,519.4404250048578,804.3506031847888
